CustomerID,datetime,AggrDmnd,DailyAverage,Demand,AvgDemand
group,2017-01-01 00:00,76.32000,108.52730,76.32000,76.32000
group,2017-01-01 00:15,77.00000,108.52730,77.00000,77.00000
group,2017-01-01 00:30,73.63000,108.52730,73.63000,73.63000
group,2017-01-01 00:45,75.39000,108.52730,75.39000,75.39000
group,2017-01-01 01:00,77.11000,108.52730,77.11000,77.11000
group,2017-01-01 01:15,74.31000,108.52730,74.31000,74.31000
group,2017-01-01 01:30,75.75000,108.52730,75.75000,75.75000
group,2017-01-01 01:45,75.23000,108.52730,75.23000,75.23000
group,2017-01-01 02:00,76.26000,108.52730,76.26000,76.26000
group,2017-01-01 02:15,75.02000,108.52730,75.02000,75.02000
group,2017-01-01 02:30,75.46000,108.52730,75.46000,75.46000
group,2017-01-01 02:45,75.70000,108.52730,75.70000,75.70000
group,2017-01-01 03:00,75.04000,108.52730,75.04000,75.04000
group,2017-01-01 03:15,74.88000,108.52730,74.88000,74.88000
group,2017-01-01 03:30,77.28000,108.52730,77.28000,77.28000
group,2017-01-01 03:45,76.55000,108.52730,76.55000,76.55000
group,2017-01-01 04:00,77.22000,108.52730,77.22000,77.22000
group,2017-01-01 04:15,78.19000,108.52730,78.19000,78.19000
group,2017-01-01 04:30,78.53000,108.52730,78.53000,78.53000
group,2017-01-01 04:45,77.04000,108.52730,77.04000,77.04000
group,2017-01-01 05:00,78.65000,108.52730,78.65000,78.65000
group,2017-01-01 05:15,78.38000,108.52730,78.38000,78.38000
group,2017-01-01 05:30,77.61000,108.52730,77.61000,77.61000
group,2017-01-01 05:45,77.32000,108.52730,77.32000,77.32000
group,2017-01-01 06:00,77.65000,108.52730,77.65000,77.65000
group,2017-01-01 06:15,71.87000,108.52730,71.87000,71.87000
group,2017-01-01 06:30,73.20000,108.52730,73.20000,73.20000
group,2017-01-01 06:45,72.14000,108.52730,72.14000,72.14000
group,2017-01-01 07:00,67.99000,108.52730,67.99000,67.99000
group,2017-01-01 07:15,67.68000,108.52730,67.68000,67.68000
group,2017-01-01 07:30,64.88000,108.52730,64.88000,64.88000
group,2017-01-01 07:45,63.75000,108.52730,63.75000,63.75000
group,2017-01-01 08:00,64.49000,108.52730,64.49000,64.49000
group,2017-01-01 08:15,59.15000,108.52730,59.15000,59.15000
group,2017-01-01 08:30,59.80000,108.52730,59.80000,59.80000
group,2017-01-01 08:45,58.72000,108.52730,58.72000,58.72000
group,2017-01-01 09:00,61.22000,108.52730,61.22000,61.22000
group,2017-01-01 09:15,63.80000,108.52730,63.80000,63.80000
group,2017-01-01 09:30,62.05000,108.52730,62.05000,62.05000
group,2017-01-01 09:45,62.08000,108.52730,62.08000,62.08000
group,2017-01-01 10:00,66.11000,108.52730,66.11000,66.11000
group,2017-01-01 10:15,65.77000,108.52730,65.77000,65.77000
group,2017-01-01 10:30,65.09000,108.52730,65.09000,65.09000
group,2017-01-01 10:45,66.13000,108.52730,66.13000,66.13000
group,2017-01-01 11:00,64.25000,108.52730,64.25000,64.25000
group,2017-01-01 11:15,64.50000,108.52730,64.50000,64.50000
group,2017-01-01 11:30,68.42000,108.52730,68.42000,68.42000
group,2017-01-01 11:45,67.29000,108.52730,67.29000,67.29000
group,2017-01-01 12:00,68.13000,108.52730,68.13000,68.13000
group,2017-01-01 12:15,61.61000,108.52730,61.61000,61.61000
group,2017-01-01 12:30,60.26000,108.52730,60.26000,60.26000
group,2017-01-01 12:45,60.80000,108.52730,60.80000,60.80000
group,2017-01-01 13:00,62.59000,108.52730,62.59000,62.59000
group,2017-01-01 13:15,60.95000,108.52730,60.95000,60.95000
