CustomerID,datetime,Demand
g1L-g1o,2017-01-01 00:00,0.03269
g1L-g1o,2017-01-01 00:15,0.04858
g1L-g1o,2017-01-01 00:30,0.06426
g1L-g1o,2017-01-01 00:45,0.07967
g1L-g1o,2017-01-01 01:00,0.09474
g1L-g1o,2017-01-01 01:15,0.10939
g1L-g1o,2017-01-01 01:30,0.12359
g1L-g1o,2017-01-01 01:45,0.13726
g1L-g1o,2017-01-01 02:00,0.15036
g1L-g1o,2017-01-01 02:15,0.16279
g1L-g1o,2017-01-01 02:30,0.17455
g1L-g1o,2017-01-01 02:45,0.18555
g1L-g1o,2017-01-01 03:00,0.19576
g1L-g1o,2017-01-01 03:15,0.20513
g1L-g1o,2017-01-01 03:30,0.21363
g1L-g1o,2017-01-01 03:45,0.22122
g1L-g1o,2017-01-01 04:00,0.22785
g1L-g1o,2017-01-01 04:15,0.23351
g1L-g1o,2017-01-01 04:30,0.23817
g1L-g1o,2017-01-01 04:45,0.24183
g1L-g1o,2017-01-01 05:00,0.24444
g1L-g1o,2017-01-01 05:15,0.24601
g1L-g1o,2017-01-01 05:30,0.24653
g1L-g1o,2017-01-01 05:45,0.24599
g1L-g1o,2017-01-01 06:00,0.24440
g1L-g1o,2017-01-01 06:15,0.24176
g1L-g1o,2017-01-01 06:30,0.23809
g1L-g1o,2017-01-01 06:45,0.23340
g1L-g1o,2017-01-01 07:00,0.22772
g1L-g1o,2017-01-01 07:15,0.22105
g1L-g1o,2017-01-01 07:30,0.21345
g1L-g1o,2017-01-01 07:45,0.20493
g1L-g1o,2017-01-01 08:00,0.19553
g1L-g1o,2017-01-01 08:15,0.18530
g1L-g1o,2017-01-01 08:30,0.17428
g1L-g1o,2017-01-01 08:45,0.16251
g1L-g1o,2017-01-01 09:00,0.15004
g1L-g1o,2017-01-01 09:15,0.13693
g1L-g1o,2017-01-01 09:30,0.12324
g1L-g1o,2017-01-01 09:45,0.10901
g1L-g1o,2017-01-01 10:00,0.09433
g1L-g1o,2017-01-01 10:15,0.07924
g1L-g1o,2017-01-01 10:30,0.06381
g1L-g1o,2017-01-01 10:45,0.04811
g1L-g1o,2017-01-01 11:00,0.03220
g1L-g1o,2017-01-01 11:15,0.01616
g1L-g1o,2017-01-01 11:30,0.00004
g1L-g1o,2017-01-01 11:45,-0.01608
g1L-g1o,2017-01-01 12:00,-0.03212
g1L-g1o,2017-01-01 12:15,-0.04803
g1L-g1o,2017-01-01 12:30,-0.06374
g1L-g1o,2017-01-01 12:45,-0.07917
g1L-g1o,2017-01-01 13:00,-0.09426
g1L-g1o,2017-01-01 13:15,-0.10894
g1L-g1o,2017-01-01 13:30,-0.12317
g1L-g1o,2017-01-01 13:45,-0.13686
