,0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.25,6.5,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5,8.75,9.0,9.25,9.5,9.75,10.0,10.25,10.5,10.75,11.0,11.25,11.5,11.75,12.0,12.25,12.5,12.75,13.0,13.25,13.5,13.75,14.0,14.25,14.5,14.75,15.0,15.25,15.5,15.75,16.0,16.25,16.5,16.75,17.0,17.25,17.5,17.75,18.0,18.25,18.5,18.75,19.0,19.25,19.5,19.75,20.0,20.25,20.5,20.75,21.0,21.25,21.5,21.75,22.0,22.25,22.5,22.75,23.0,23.25,23.5,23.75,24.0,24.25,24.5,24.75,25.0,25.25,25.5,25.75,26.0,26.25,26.5,26.75,27.0,27.25,27.5,27.75,28.0,28.25,28.5,28.75,29.0,29.25,29.5,29.75,30.0,30.25,30.5,30.75,31.0,31.25,31.5,31.75,32.0,32.25,32.5,32.75,33.0,33.25,33.5,33.75,34.0,34.25,34.5,34.75,35.0,35.25,35.5,35.75,36.0,36.25,36.5,36.75,37.0,37.25,37.5,37.75,38.0,38.25,38.5,38.75,39.0,39.25,39.5,39.75,40.0,40.25,40.5,40.75,41.0,41.25,41.5,41.75,42.0,42.25,42.5,42.75,43.0,43.25,43.5,43.75,44.0,44.25,44.5,44.75,45.0,45.25,45.5,45.75,46.0,46.25,46.5,46.75,47.0,47.25,47.5,47.75
January,25.084740541129783,25.06517414201664,24.926561326644503,24.8911332214559,24.661633547329963,24.610624755891514,24.291363171417856,24.224951312138284,23.816671592753018,23.735291529037497,23.240347435161514,23.144253223959513,22.564383825563045,22.45385691269195,21.791980672609522,21.667377706899096,20.926309987720302,20.78824164807753,19.971028475020617,19.820056558316505,18.93012804885778,18.766991576722457,17.808390722774533,17.633421526059696,16.610446746867346,16.424691069913596,15.341234899955554,15.145252303783144,14.006611513340893,13.80116723857983,12.61200022835479,12.39783441480957,11.163514618633142,10.941391215059268,9.667140830530414,9.438157443521503,8.12968398480303,7.894348426856632,6.557307393010451,6.316820074866843,4.957098180176175,4.712172169294977,3.335783975301207,3.0871321690509146,1.7021388860049391,1.427740509292413,0.05790987579243237,-1.5865000320376936,-1.8579048966266583,-3.224183072875756,-3.492227883024059,-4.848001949279399,-5.111820708447313,-6.450896569003481,-6.709723991322042,-8.02634282825317,-8.278624329192565,-9.566950367783976,-9.81260907720356,-11.06693560402254,-11.304133769430239,-12.519366734214858,-12.747749540949036,-13.918155293487324,-14.136548847262075,-15.257367113067387,-15.465107832302744,-16.5311445707154,-16.727288320429775,-17.734241565004428,-17.917948062752284,-18.86126185473141,-19.031739846299146,-19.907499557190246,-20.064493992354116,-20.868474800861904,-21.01111942835327,-21.740098791250166,-21.867830751502257,-22.518581689585208,-22.630994860155656,-23.2009840085381,-23.297234958342834,-23.783570288469285,-23.86365937147758,-24.264522990653987,-24.32814557452132,-24.64151644734309,-24.68833932987576,-24.913167665688082,-24.9429611927863,-25.077967755896807,-25.090579572591768,-25.138663332212104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,25.022032348718035,24.989698561529934,24.898824868462185,24.824089476747233,24.668547685793,24.55158878123862,24.331948932696847,24.17332364490827,23.890980086482205,23.691301536427986,23.347230217885713,23.107171083395002,22.703051017530253,22.42358557915025,21.961215704674125,21.643491612133978,21.1250346741774,20.770223877337695,20.19780204170769,19.807354016959813,19.183923863557702,18.75920760530174,18.087310236207948,17.630309455473306,16.912828285049248,16.425303397697064,15.665601768394517,15.149249597622815,14.350813524986895,13.80798263226396,12.974138982017452,12.406869326110039,11.541621031276685,10.951942220212393,10.05952734087045,9.449704586380047,8.533719032767442,7.906411585446956,6.9711692587214005,6.328761244384829,5.378452282051316,4.723348569487298,3.7622551944248857,3.0969696668088567,2.1295045171879354,1.7345348860338075,0.6280451114524166,0.08736334222910358,-1.5595051328210026,-2.656425338697455,-3.1991420715959666,-4.284667960213981,-4.824503413561379,-5.894071646428851,-6.4287201465918065,-7.4781056309409735,-8.004859067301116,-9.029783394904092,-9.546095307287496,-10.54257413257207,-11.046022661971227,-12.009916179319328,-12.498013723987494,-13.425240297174092,-13.895961410753202,-14.782824158285232,-15.233979079046877,-16.076882065249904,-16.506128074629345,-17.301651652068045,-17.707323201541886,-18.451927330601755,-18.83206808186595,-19.523135813141373,-19.87550470579592,-20.509952142776054,-20.83372933936681,-21.408851230133962,-21.702015969314942,-22.215644876790563,-22.476890334906678,-22.92705663254934,-23.15503994844498,-23.539749873953994,-23.733556181897494,-24.051185930236432,-24.210117502596308,-24.459437957728053,-24.582543111843766,-24.76225171242617,-24.84914645941936,-24.958670941034853,-25.00899065378073,-25.047984056456432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,24.26426833220022,24.21528148444075,24.132285393173156,24.0344243264448,23.896828831763308,23.750597913193523,23.558475666559744,23.36422687004069,23.119297386506332,22.877655645836313,22.58050566408947,22.29276595142005,21.944891858193223,21.611881543992972,21.215141288319334,20.83803128174658,20.394287934539324,19.97460249931661,19.485793983704884,19.024843930107966,18.4936696303497,17.993469430418624,17.42213577668175,16.88437754982352,16.27600112253929,15.7025146281487,15.05979212356091,14.452821981022492,13.778987675655525,13.140908921317898,12.439050008056839,11.772072587702356,11.045741674270273,10.352266737817802,9.605091394037037,8.887463688881189,8.122937034178264,7.3839310603505774,6.606133988287739,5.848262676258782,5.060943129881934,4.286976889039548,3.4941128198911393,2.706560583903844,1.9121527311925925,1.4187337556690125,0.32196281451542835,-1.269618804257353,-1.77598813801231,-2.855748279599769,-3.364270173860588,-4.42962351114297,-4.937576536352204,-5.984645732127587,-6.4891565661770025,-7.513953291545309,-8.012453866029203,-9.01080356950621,-9.500765125718178,-10.469280847973968,-10.947865572589231,-11.882706222975578,-12.347391722908048,-13.245130919360628,-13.693655818323855,-14.550827084377827,-14.98074309072068,-15.794187740233166,-16.203296168645785,-16.969730260978597,-17.356078327685108,-18.072414906845427,-18.433762485010174,-19.09750971952484,-19.432358683528097,-20.04066606956371,-20.34700683216853,-20.897922339230835,-21.17428882218184,-21.66540210198839,-21.910342367097588,-22.34000203714792,-22.55232715529874,-22.91859657965594,-23.09716585147112,-23.398847159240983,-23.542773686291515,-23.77863436071622,-23.887304195975783,-24.056474673025985,-24.129206686921922,-24.23094728551012,-24.267364502589515,-24.301311776290614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,23.662447226964694,23.603747440837104,23.539887647772645,23.422649702344373,23.316332130679182,23.141043835760488,22.992894873840594,22.76043617124197,22.570989986636242,22.28226556193993,22.05251838045934,21.708895594831066,21.43940462847727,21.042366979982425,20.734824583524375,20.285717406114905,19.940958988550523,19.441844554052025,19.0620251966919,18.515246466547357,18.101503794630354,17.508820648575032,17.06342726329041,16.42771516860409,15.952178391844416,15.276126727085037,14.772486850999968,14.058969700553376,13.529754416523065,12.781808963879335,12.228943545138366,11.449513284128637,10.875826087288534,10.068528670768782,9.476106995605114,8.644349322899615,8.03583677217841,7.182887702314316,6.5610445004335265,5.690844550789119,5.058313933499365,4.174247971460555,3.53392804354304,2.639845011535857,1.9941482077240742,1.1130018816582692,0.4460214962312682,-1.1040524960140412,-1.9858538446369658,-2.649303793443033,-3.5260542474411336,-4.1834261673123985,-5.051022728243706,-5.699324252359491,-6.554103836791766,-7.191109645031614,-8.029293395393584,-8.651964814159887,-9.469983749790618,-10.075770707671897,-10.870054527788382,-11.456519786542588,-12.223544607969327,-12.788094474810222,-13.524799491220445,-14.064812006530996,-14.76806815035798,-15.28140951512496,-15.947971280137239,-16.43248487653468,-17.059524358736617,-17.513471331373907,-18.097998098050503,-18.5192447353534,-19.058939988483104,-19.44570129838494,-19.93833958283815,-20.288898783214183,-20.73234768237847,-21.045151017401896,-21.437556573978526,-21.711329257991,-22.050812892101938,-22.28467258157065,-22.56972817270873,-22.762307371339265,-22.991774866134506,-23.14254097256211,-23.315609363356838,-23.423749443522507,-23.539538104539183,-23.604496562575328,-23.662402857789605,-23.68429513951714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,24.294834810284673,24.223683651892717,24.17491475969023,24.032714814646877,23.95162783360685,23.7391952121373,23.626079678903263,23.344511252020904,23.19957299923595,22.850060595790776,22.674267870652862,22.258159638994663,22.051707830387404,21.571301717241603,21.335078477477747,20.79254767896166,20.527341290966955,19.92506766337739,19.63196741430484,18.97267950563938,18.652601966543692,17.939580874764093,17.593736018639273,16.83002077821034,16.45939208400923,15.648983994919824,15.25491895569119,14.401030318926972,13.98504606603794,13.09214692032008,12.655741971066183,11.727639192916095,11.27212499368899,10.313484938822409,9.840409616243141,8.85555480902245,8.366734338289431,7.360442096618549,6.857291818079464,5.834119344490984,5.318373422276132,4.283507030180597,3.7568605336558663,2.714884231323533,2.1793590273059498,0.8634408464947443,0.5925630392988556,-0.9969467550280949,-2.3014122268949717,-2.582091834056746,-3.8732902742015383,-4.155958737275747,-5.429285103361643,-5.712273938439921,-6.962288467073883,-7.244116314355765,-8.466153624206804,-8.744954122817694,-9.93441271611512,-10.20846254797384,-11.360362918534173,-11.628262324473413,-12.738273221580414,-12.998224213941505,-14.062022312192699,-14.312812599684802,-15.326048257980673,-15.566151207093501,-16.52482907548306,-16.753150001712264,-17.653321916403257,-17.868389906147698,-18.70667621446238,-18.907180153298544,-19.68043947927794,-19.865064150499876,-20.569964438105174,-20.738265886163276,-21.37214246537605,-21.522600350755084,-22.083106546656794,-22.215288223361952,-22.699726278745462,-22.81281214542509,-23.219619478075124,-23.31296349695166,-23.640344035947642,-23.713480415551594,-23.960082066529605,-24.012621316533025,-24.17754154483487,-24.209211632312016,-24.291986070912323,-24.30257499924354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,25.24760614875371,25.158536319923872,25.13058063747204,24.952899465867077,24.906645580936843,24.64115702596258,24.576451664900414,24.224305934854648,24.141297867839544,23.70424636712423,23.603121936345858,23.083398784459416,22.964317481795288,22.36427048318957,22.227620983518406,21.549838019171364,21.395981531616822,20.644026350894734,20.473171230907713,19.650315287778742,19.462742246538927,18.573275869123577,18.3695894601764,17.41731049159351,17.19774955073564,16.18767251356024,15.952729175405414,14.889194598664158,14.639475758785236,13.527926642478521,13.263856444789514,12.109408563952947,11.831460718235043,10.639834094524112,10.34879315618534,9.125535183412818,8.821816027435931,7.573048536367643,7.257117482244842,5.988925481642024,5.661456511076975,4.380165391007065,4.041886814149216,2.7534594557633483,2.4048576055225412,0.7642875180602193,0.6730226665854622,-0.9703913872669571,-2.5290860469347445,-2.6105845525018325,-4.162821122464696,-4.240568952835099,-5.778826333820238,-5.853228781624168,-7.370274451243552,-7.441418100296233,-8.930610224123928,-8.998393838759856,-10.453035566099775,-10.517199367193513,-11.930872404148902,-11.991554021635103,-13.357932699682989,-13.415527029345384,-14.728221959356626,-14.782371178501917,-16.035413078720197,-16.08664370177053,-17.274662744688257,-17.32249150781576,-18.440003993272146,-18.484471194550746,-19.52696660661444,-19.568139868060502,-20.530648422587067,-20.568374469141972,-21.446853553717723,-21.481010409409432,-22.27164507821567,-22.302121090585104,-23.001544523167876,-23.028310904696806,-23.633408330585766,-23.65612991436833,-24.164443047035,-24.18320893960564,-24.592366053747682,-24.60717336961477,-24.915685100429542,-24.926207281768097,-25.1325995908147,-25.138913136770437,-25.242334773447922,-25.244478498775376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,25.122703210627165,25.02460721878009,25.010331106841328,24.814815949765205,24.79079707569364,24.498622830221358,24.465368486497535,24.07768878216127,24.03497335152308,23.553761326999513,23.501950531664498,22.928978603166723,22.86818726326988,22.205989989903014,22.13627343200539,21.38803391123635,21.30998380214516,20.478545969010252,20.392274822930176,19.481581780137496,19.387146519931797,18.401140089332195,18.299161754823412,17.241896609533068,17.132684852996128,16.009090449793547,15.892813678647324,14.707732970252414,14.585013267969538,13.343543458146161,13.214463384718083,11.922236550561111,11.787559175116797,10.450208171835103,10.309959741854998,8.93348331112732,8.788229672833634,7.378511585347877,7.228844499868281,5.792081979639664,5.638367101897952,4.1809797163709135,4.023810045036354,2.5523315442234296,2.3916791275474134,0.8884599470184478,0.7415197411659523,-0.9030379481829286,-2.3977468526210006,-2.5433708503295285,-4.029035313016767,-4.173114269077926,-5.643145029208779,-5.7849179119082015,-7.2330629276124965,-7.371993324007387,-8.79177419301083,-8.927637585429885,-10.313225275349415,-10.445063923755837,-11.79048867523662,-11.917822787601182,-13.217001278393928,-13.339520590791015,-14.58704661922214,-14.70424430179266,-15.894653073681596,-16.00599288644051,-17.13432891090905,-17.239248057417022,-18.3004698161133,-18.398630338803176,-19.388400470112664,-19.479294738720625,-20.393136043217044,-20.476763579147097,-21.31062127345499,-21.386475658910584,-22.137166509134893,-22.204767596426944,-22.868602865604046,-22.927698492127508,-23.502367978030538,-23.55273190217407,-24.035280005226245,-24.076855968418606,-24.46556440412916,-24.49801303790646,-24.79099521746154,-24.81426157680054,-25.0102210582696,-25.024220006165585,-25.122565938074473,-25.127101349638437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,25.013348019305102,24.940804689252584,24.88829221825338,24.743446901267387,24.656099317477597,24.43974307311367,24.31793580259658,24.03102378644135,23.875010146132805,23.518948346421453,23.329376678045172,22.905957164443986,22.683202375492204,22.194184048076238,21.939357617114318,21.38740763446016,21.101035156959746,20.488623379274408,20.171691973020735,19.501785833712216,19.155117716631814,18.431135770349318,18.056199229973007,17.281400478317142,16.879145781414447,16.057492644372473,15.629192737634089,14.764360494772783,14.311390719659611,13.408135245061777,12.931666043941037,11.994119188485385,11.495945228359316,10.52870971716727,10.010148768444788,9.0179901219505,8.480595050023954,7.468445386698094,6.914026789359737,5.886934082635583,5.316974281487877,4.280190957197647,3.696431251870551,2.6549839842880827,2.05913740710376,1.0183080960091926,0.8254822521653769,-0.8242733992060407,-2.26113965065059,-2.469585971071756,-3.889705329753893,-4.1036992746982905,-5.501573261103349,-5.719190021261624,-7.090041113867227,-7.309359484586764,-8.647980215652762,-8.867485205739694,-10.168784425222649,-10.387004841690688,-11.64615878130769,-11.861022987709854,-13.073369568326612,-13.283717539609851,-14.44438976714539,-14.648619241771938,-15.753541618427183,-15.950309711443538,-16.99493531129965,-17.183018200848995,-18.16337812534065,-18.34130916569752,-19.253926139360207,-19.420406192259215,-20.261744707025674,-20.415973107326696,-21.182442113064837,-21.323336755289553,-22.012359995039404,-22.138793006965848,-22.74769079315989,-22.859037398969896,-23.385234384205155,-23.48065395420791,-23.92230940420397,-24.001272673702022,-24.356740816149678,-24.41878500161165,-24.686463574299893,-24.730865936722854,-24.910096984608096,-24.936928412004043,-25.0266378590992,-25.035432645592145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,24.21670048730091,24.162143963504512,24.087892036010594,23.978957185392126,23.855494947847667,23.692809199439658,23.520606612995614,23.30504357719794,23.084704611808583,22.817263154385532,22.54953261606176,22.231360124819908,21.9174084510419,21.550059083174098,21.19111407594446,20.77629438707392,20.373473204501305,19.913298019894846,19.46820888150831,18.964885548074886,18.479215067081633,17.935036289112734,17.410701757878194,16.828325583270924,16.266844587173743,15.649254550195327,15.052910919356938,14.403155888126605,13.774186154145966,13.0951521090828,12.435972582731047,11.730803970136424,11.043859899644213,10.316280467162937,9.603994905483951,8.8575076326512,8.122279066916988,7.36058426297888,6.6052218970986925,5.832236459824502,5.059307268075061,4.278774739809396,3.4911665211483034,2.707054752339128,1.9074012633454476,1.123605828740597,0.6077915532210756,-0.9866174712687806,-2.050834255557929,-2.5761709218828166,-3.6284432217290914,-4.15424299336684,-5.190333608825017,-5.71378119696388,-6.730092026521268,-7.2483596070728975,-8.240999215471907,-8.75114648775776,-9.716510380635201,-10.216143873773175,-11.15027089373355,-11.636775571816994,-12.536176736009278,-13.007154576352331,-13.868238261471609,-14.321168458082377,-15.1410106284002,-15.57349182401642,-16.34873529137437,-16.758617818683298,-17.48631483412696,-17.87141564085457,-18.548771183889087,-18.90734314497395,-19.53182765076971,-19.861837139184008,-20.430971396198288,-20.730918686648046,-21.242456492156805,-21.510760824535048,-21.962739458769374,-22.198044816009652,-22.588785309417613,-22.79000612096717,-23.11796795283071,-23.28386588326135,-23.54781504085853,-23.677545155102067,-23.876647853620888,-23.969773791548672,-24.10279336005375,-24.15894845398951,-24.225690655128496,-24.244341753484974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
